measure,quantile,area,sex,age,geography,ethnic,value
Lx,50%,13 Canterbury region,Female,1-4 years,Regional council,Total,398108
Lx,50%,13 Canterbury region,Female,5-9 years,Regional council,Total,497391
Lx,50%,13 Canterbury region,Female,10-14 years,Regional council,Total,497140
Lx,50%,13 Canterbury region,Female,15-19 years,Regional council,Total,496631
Lx,50%,13 Canterbury region,Female,20-24 years,Regional council,Total,495828
Lx,50%,13 Canterbury region,Female,25-29 years,Regional council,Total,494942
Lx,50%,13 Canterbury region,Female,30-34 years,Regional council,Total,493893
Lx,50%,13 Canterbury region,Female,35-39 years,Regional council,Total,492513
Lx,50%,13 Canterbury region,Female,40-44 years,Regional council,Total,490619
Lx,50%,13 Canterbury region,Female,45-49 years,Regional council,Total,487825
Lx,50%,13 Canterbury region,Female,50-54 years,Regional council,Total,483424
Lx,50%,13 Canterbury region,Female,55-59 years,Regional council,Total,476940
Lx,50%,13 Canterbury region,Female,60-64 years,Regional council,Total,467305
Lx,50%,13 Canterbury region,Female,65-69 years,Regional council,Total,452823
Lx,50%,13 Canterbury region,Female,70-74 years,Regional council,Total,430285
Lx,50%,13 Canterbury region,Female,75-79 years,Regional council,Total,391819
Lx,50%,13 Canterbury region,Female,80-84 years,Regional council,Total,327886
Lx,50%,13 Canterbury region,Female,85-89 years,Regional council,Total,233095
Lx,50%,13 Canterbury region,Female,90 years and over,Regional council,Total,173698
Lx,50%,13 Canterbury region,Male,0 years,Regional council,Total,99603
Lx,50%,13 Canterbury region,Male,1-4 years,Regional council,Total,398108
Lx,50%,13 Canterbury region,Male,5-9 years,Regional council,Total,497314
Lx,50%,13 Canterbury region,Male,10-14 years,Regional council,Total,496973
Lx,50%,13 Canterbury region,Male,15-19 years,Regional council,Total,496140
Lx,50%,13 Canterbury region,Male,20-24 years,Regional council,Total,494493
Lx,50%,13 Canterbury region,Male,25-29 years,Regional council,Total,492441
Lx,50%,13 Canterbury region,Male,30-34 years,Regional council,Total,490289
Lx,50%,13 Canterbury region,Male,35-39 years,Regional council,Total,487825
Lx,50%,13 Canterbury region,Male,40-44 years,Regional council,Total,484661
Lx,50%,13 Canterbury region,Male,45-49 years,Regional council,Total,480315
Lx,50%,13 Canterbury region,Male,50-54 years,Regional council,Total,474110
Lx,50%,13 Canterbury region,Male,55-59 years,Regional council,Total,464334
Lx,50%,13 Canterbury region,Male,60-64 years,Regional council,Total,449404
Lx,50%,13 Canterbury region,Male,65-69 years,Regional council,Total,428163
Lx,50%,13 Canterbury region,Male,70-74 years,Regional council,Total,394991
Lx,50%,13 Canterbury region,Male,75-79 years,Regional council,Total,343484
Lx,50%,13 Canterbury region,Male,80-84 years,Regional council,Total,269501
Lx,50%,13 Canterbury region,Male,85-89 years,Regional council,Total,171693
Lx,50%,13 Canterbury region,Male,90 years and over,Regional council,Total,99569
Lx,97.50%,13 Canterbury region,Female,0 years,Regional council,Total,99665
Lx,97.50%,13 Canterbury region,Female,1-4 years,Regional council,Total,398398
Lx,97.50%,13 Canterbury region,Female,5-9 years,Regional council,Total,497769
Lx,97.50%,13 Canterbury region,Female,10-14 years,Regional council,Total,497525
Lx,97.50%,13 Canterbury region,Female,15-19 years,Regional council,Total,497037
Lx,97.50%,13 Canterbury region,Female,20-24 years,Regional council,Total,496271
Lx,97.50%,13 Canterbury region,Female,25-29 years,Regional council,Total,495438
Lx,97.50%,13 Canterbury region,Female,30-34 years,Regional council,Total,494446
Lx,97.50%,13 Canterbury region,Female,35-39 years,Regional council,Total,493118
Lx,97.50%,13 Canterbury region,Female,40-44 years,Regional council,Total,491299
Lx,97.50%,13 Canterbury region,Female,45-49 years,Regional council,Total,488607
Lx,97.50%,13 Canterbury region,Female,50-54 years,Regional council,Total,484379
Lx,97.50%,13 Canterbury region,Female,55-59 years,Regional council,Total,478186
Lx,97.50%,13 Canterbury region,Female,60-64 years,Regional council,Total,468874
Lx,97.50%,13 Canterbury region,Female,65-69 years,Regional council,Total,454744
Lx,97.50%,13 Canterbury region,Female,70-74 years,Regional council,Total,432738
Lx,97.50%,13 Canterbury region,Female,75-79 years,Regional council,Total,395309
Lx,97.50%,13 Canterbury region,Female,80-84 years,Regional council,Total,332257
Lx,97.50%,13 Canterbury region,Female,85-89 years,Regional council,Total,238005
Lx,97.50%,13 Canterbury region,Female,90 years and over,Regional council,Total,183543
Lx,97.50%,13 Canterbury region,Male,0 years,Regional council,Total,99665
Lx,97.50%,13 Canterbury region,Male,1-4 years,Regional council,Total,398378
Lx,97.50%,13 Canterbury region,Male,5-9 years,Regional council,Total,497667
Lx,97.50%,13 Canterbury region,Male,10-14 years,Regional council,Total,497341
Lx,97.50%,13 Canterbury region,Male,15-19 years,Regional council,Total,496540
Lx,97.50%,13 Canterbury region,Male,20-24 years,Regional council,Total,494988
Lx,97.50%,13 Canterbury region,Male,25-29 years,Regional council,Total,493036
Lx,97.50%,13 Canterbury region,Male,30-34 years,Regional council,Total,491001
Lx,97.50%,13 Canterbury region,Male,35-39 years,Regional council,Total,488647
Lx,97.50%,13 Canterbury region,Male,40-44 years,Regional council,Total,485610
Lx,97.50%,13 Canterbury region,Male,45-49 years,Regional council,Total,481412
Lx,97.50%,13 Canterbury region,Male,50-54 years,Regional council,Total,475469
Lx,97.50%,13 Canterbury region,Male,55-59 years,Regional council,Total,465952
Lx,97.50%,13 Canterbury region,Male,60-64 years,Regional council,Total,451429
Lx,97.50%,13 Canterbury region,Male,65-69 years,Regional council,Total,430765
Lx,97.50%,13 Canterbury region,Male,70-74 years,Regional council,Total,398261
Lx,97.50%,13 Canterbury region,Male,75-79 years,Regional council,Total,347589
Lx,97.50%,13 Canterbury region,Male,80-84 years,Regional council,Total,274215
Lx,97.50%,13 Canterbury region,Male,85-89 years,Regional council,Total,176413
Lx,97.50%,13 Canterbury region,Male,90 years and over,Regional council,Total,107063
Lx,2.50%,14 Otago region,Female,0 years,Regional council,Total,99559
Lx,2.50%,14 Otago region,Female,1-4 years,Regional council,Total,397922
Lx,2.50%,14 Otago region,Female,5-9 years,Regional council,Total,497153
Lx,2.50%,14 Otago region,Female,10-14 years,Regional council,Total,496890
Lx,2.50%,14 Otago region,Female,15-19 years,Regional council,Total,496381
Lx,2.50%,14 Otago region,Female,20-24 years,Regional council,Total,495539
Lx,2.50%,14 Otago region,Female,25-29 years,Regional council,Total,494613
Lx,2.50%,14 Otago region,Female,30-34 years,Regional council,Total,493539
Lx,2.50%,14 Otago region,Female,35-39 years,Regional council,Total,492086
Lx,2.50%,14 Otago region,Female,40-44 years,Regional council,Total,490156
Lx,2.50%,14 Otago region,Female,45-49 years,Regional council,Total,487199
Lx,2.50%,14 Otago region,Female,50-54 years,Regional council,Total,482552
Lx,2.50%,14 Otago region,Female,55-59 years,Regional council,Total,475499
Lx,2.50%,14 Otago region,Female,60-64 years,Regional council,Total,465282
Lx,2.50%,14 Otago region,Female,65-69 years,Regional council,Total,449853
Lx,2.50%,14 Otago region,Female,70-74 years,Regional council,Total,427057
Lx,2.50%,14 Otago region,Female,75-79 years,Regional council,Total,389675
Lx,2.50%,14 Otago region,Female,80-84 years,Regional council,Total,324757
Lx,2.50%,14 Otago region,Female,85-89 years,Regional council,Total,230008
Lx,2.50%,14 Otago region,Female,90 years and over,Regional council,Total,170775
Lx,2.50%,14 Otago region,Male,0 years,Regional council,Total,99518
Lx,2.50%,14 Otago region,Male,1-4 years,Regional council,Total,397747
Lx,2.50%,14 Otago region,Male,5-9 years,Regional council,Total,496860
Lx,2.50%,14 Otago region,Male,10-14 years,Regional council,Total,496517
Lx,2.50%,14 Otago region,Male,15-19 years,Regional council,Total,495652
Lx,2.50%,14 Otago region,Male,20-24 years,Regional council,Total,494021
Lx,2.50%,14 Otago region,Male,25-29 years,Regional council,Total,492057
Lx,2.50%,14 Otago region,Male,30-34 years,Regional council,Total,489885
Lx,2.50%,14 Otago region,Male,35-39 years,Regional council,Total,487375
Lx,2.50%,14 Otago region,Male,40-44 years,Regional council,Total,484245
Lx,2.50%,14 Otago region,Male,45-49 years,Regional council,Total,479847
Lx,2.50%,14 Otago region,Male,50-54 years,Regional council,Total,472776
Lx,2.50%,14 Otago region,Male,55-59 years,Regional council,Total,462577
Lx,2.50%,14 Otago region,Male,60-64 years,Regional council,Total,447483
Lx,2.50%,14 Otago region,Male,65-69 years,Regional council,Total,425807
Lx,2.50%,14 Otago region,Male,70-74 years,Regional council,Total,395788
Lx,2.50%,14 Otago region,Male,75-79 years,Regional council,Total,345196
Lx,2.50%,14 Otago region,Male,80-84 years,Regional council,Total,267960
Lx,2.50%,14 Otago region,Male,85-89 years,Regional council,Total,170517
Lx,2.50%,14 Otago region,Male,90 years and over,Regional council,Total,100721
Lx,50%,14 Otago region,Female,0 years,Regional council,Total,99633
Lx,50%,14 Otago region,Female,1-4 years,Regional council,Total,398255
Lx,50%,14 Otago region,Female,5-9 years,Regional council,Total,497577
Lx,50%,14 Otago region,Female,10-14 years,Regional council,Total,497330
Lx,50%,14 Otago region,Female,15-19 years,Regional council,Total,496844
Lx,50%,14 Otago region,Female,20-24 years,Regional council,Total,496051
Lx,50%,14 Otago region,Female,25-29 years,Regional council,Total,495162
Lx,50%,14 Otago region,Female,30-34 years,Regional council,Total,494125
Lx,50%,14 Otago region,Female,35-39 years,Regional council,Total,492761
Lx,50%,14 Otago region,Female,40-44 years,Regional council,Total,490936
Lx,50%,14 Otago region,Female,45-49 years,Regional council,Total,488161
Lx,50%,14 Otago region,Female,50-54 years,Regional council,Total,483758
Lx,50%,14 Otago region,Female,55-59 years,Regional council,Total,477066
Lx,50%,14 Otago region,Female,60-64 years,Regional council,Total,467395
Lx,50%,14 Otago region,Female,65-69 years,Regional council,Total,452606
Lx,50%,14 Otago region,Female,70-74 years,Regional council,Total,430751
Lx,50%,14 Otago region,Female,75-79 years,Regional council,Total,394544
Lx,50%,14 Otago region,Female,80-84 years,Regional council,Total,331265
Lx,50%,14 Otago region,Female,85-89 years,Regional council,Total,237621
Lx,50%,14 Otago region,Female,90 years and over,Regional council,Total,185741
Lx,50%,14 Otago region,Male,0 years,Regional council,Total,99597
Lx,50%,14 Otago region,Male,1-4 years,Regional council,Total,398086
Lx,50%,14 Otago region,Male,5-9 years,Regional council,Total,497303
Lx,50%,14 Otago region,Male,10-14 years,Regional council,Total,496975
Lx,50%,14 Otago region,Male,15-19 years,Regional council,Total,496151
Lx,50%,14 Otago region,Male,20-24 years,Regional council,Total,494615
Lx,50%,14 Otago region,Male,25-29 years,Regional council,Total,492760
Lx,50%,14 Otago region,Male,30-34 years,Regional council,Total,490706
Lx,50%,14 Otago region,Male,35-39 years,Regional council,Total,488333
Lx,50%,14 Otago region,Male,40-44 years,Regional council,Total,485383
Lx,50%,14 Otago region,Male,45-49 years,Regional council,Total,481207
Lx,50%,14 Otago region,Male,50-54 years,Regional council,Total,474510
Lx,50%,14 Otago region,Male,55-59 years,Regional council,Total,464820
Lx,50%,14 Otago region,Male,60-64 years,Regional council,Total,450324
Lx,50%,14 Otago region,Male,65-69 years,Regional council,Total,429337
Lx,50%,14 Otago region,Male,70-74 years,Regional council,Total,400040
Lx,50%,14 Otago region,Male,75-79 years,Regional council,Total,350647
Lx,50%,14 Otago region,Male,80-84 years,Regional council,Total,275128
Lx,50%,14 Otago region,Male,85-89 years,Regional council,Total,177996
Lx,50%,14 Otago region,Male,90 years and over,Regional council,Total,113142
Lx,97.50%,14 Otago region,Female,0 years,Regional council,Total,99697
Lx,97.50%,14 Otago region,Female,1-4 years,Regional council,Total,398538
Lx,97.50%,14 Otago region,Female,5-9 years,Regional council,Total,497955
Lx,97.50%,14 Otago region,Female,10-14 years,Regional council,Total,497724
Lx,97.50%,14 Otago region,Female,15-19 years,Regional council,Total,497254
Lx,97.50%,14 Otago region,Female,20-24 years,Regional council,Total,496498
Lx,97.50%,14 Otago region,Female,25-29 years,Regional council,Total,495659
Lx,97.50%,14 Otago region,Female,30-34 years,Regional council,Total,494670
Lx,97.50%,14 Otago region,Female,35-39 years,Regional council,Total,493405
Lx,97.50%,14 Otago region,Female,40-44 years,Regional council,Total,491667
Lx,97.50%,14 Otago region,Female,45-49 years,Regional council,Total,489061
Lx,97.50%,14 Otago region,Female,50-54 years,Regional council,Total,484909
Lx,97.50%,14 Otago region,Female,55-59 years,Regional council,Total,478571
Lx,97.50%,14 Otago region,Female,60-64 years,Regional council,Total,469433
Lx,97.50%,14 Otago region,Female,65-69 years,Regional council,Total,455339
Lx,97.50%,14 Otago region,Female,70-74 years,Regional council,Total,434247
Lx,97.50%,14 Otago region,Female,75-79 years,Regional council,Total,399217
Lx,97.50%,14 Otago region,Female,80-84 years,Regional council,Total,337776
Lx,97.50%,14 Otago region,Female,85-89 years,Regional council,Total,245287
Lx,97.50%,14 Otago region,Female,90 years and over,Regional council,Total,202733
Lx,97.50%,14 Otago region,Male,0 years,Regional council,Total,99667
Lx,97.50%,14 Otago region,Male,1-4 years,Regional council,Total,398394
Lx,97.50%,14 Otago region,Male,5-9 years,Regional council,Total,497698
Lx,97.50%,14 Otago region,Male,10-14 years,Regional council,Total,497377
Lx,97.50%,14 Otago region,Male,15-19 years,Regional council,Total,496588
Lx,97.50%,14 Otago region,Male,20-24 years,Regional council,Total,495160
Lx,97.50%,14 Otago region,Male,25-29 years,Regional council,Total,493405
Lx,97.50%,14 Otago region,Male,30-34 years,Regional council,Total,491492
Lx,97.50%,14 Otago region,Male,35-39 years,Regional council,Total,489257
Lx,97.50%,14 Otago region,Male,40-44 years,Regional council,Total,486487
Lx,97.50%,14 Otago region,Male,45-49 years,Regional council,Total,482551
Lx,97.50%,14 Otago region,Male,50-54 years,Regional council,Total,476232
Lx,97.50%,14 Otago region,Male,55-59 years,Regional council,Total,466955
Lx,97.50%,14 Otago region,Male,60-64 years,Regional council,Total,453110
Lx,97.50%,14 Otago region,Male,65-69 years,Regional council,Total,432913
Lx,97.50%,14 Otago region,Male,70-74 years,Regional council,Total,404528
Lx,97.50%,14 Otago region,Male,75-79 years,Regional council,Total,356189
Lx,97.50%,14 Otago region,Male,80-84 years,Regional council,Total,281881
Lx,97.50%,14 Otago region,Male,85-89 years,Regional council,Total,185570
Lx,97.50%,14 Otago region,Male,90 years and over,Regional council,Total,126690
Lx,2.50%,15 Southland region,Female,0 years,Regional council,Total,99492
Lx,2.50%,15 Southland region,Female,1-4 years,Regional council,Total,397600
Lx,2.50%,15 Southland region,Female,5-9 years,Regional council,Total,496705
Lx,2.50%,15 Southland region,Female,10-14 years,Regional council,Total,496395
Lx,2.50%,15 Southland region,Female,15-19 years,Regional council,Total,495815
Lx,2.50%,15 Southland region,Female,20-24 years,Regional council,Total,494845
Lx,2.50%,15 Southland region,Female,25-29 years,Regional council,Total,493747
Lx,2.50%,15 Southland region,Female,30-34 years,Regional council,Total,492488
Lx,2.50%,15 Southland region,Female,35-39 years,Regional council,Total,490872
Lx,2.50%,15 Southland region,Female,40-44 years,Regional council,Total,488631
Lx,2.50%,15 Southland region,Female,45-49 years,Regional council,Total,485167
Lx,2.50%,15 Southland region,Female,50-54 years,Regional council,Total,479598
Lx,2.50%,15 Southland region,Female,55-59 years,Regional council,Total,471507
Lx,2.50%,15 Southland region,Female,60-64 years,Regional council,Total,459453
Lx,2.50%,15 Southland region,Female,65-69 years,Regional council,Total,441418
